Orginal,Year,Category,Order,People,Films,Original
29,1974,脚本賞,2,"橋本忍,山田洋次",砂の器,脚本賞	橋本 忍　山田洋次「砂の器」松竹
29,1974,男優演技賞,3,三國連太郎,襤褸の旗,男優演技賞	三國連太郎「襤褸の旗」襤褸の旗製作委員会
29,1974,女優演技賞,4,田中絹代,"サンダカン八番娼館・望郷,三婆",女優演技賞	田中絹代「サンダカン八番娼館・望郷」東宝、「三婆」東京映画
29,1974,撮影賞,5,岡崎宏三,"華麗なる一族,ねむの木の詩",撮影賞	岡崎宏三「華麗なる一族」東宝、「ねむの木の詩」ねむの木
29,1974,美術賞,6,"横尾嘉良,大村武",華麗なる一族,美術賞	横尾嘉良　大村 武「華麗なる一族」東宝
29,1974,音楽賞,7,"芥川也寸志,菅野光亮",砂の器,音楽賞	芥川也寸志　菅野光亮「砂の器」松竹
29,1974,録音賞,8,西崎英雄,卑弥呼,録音賞	西崎英雄「卑弥呼」表現社
29,1974,教育文化映画賞,9,,,教育文化映画賞	「日本の稲作～そのこころと伝統」英映画社
29,1974,ニュース映画賞,10,,,ニュース映画賞	毎日ニュース第1031号「恐怖の爆弾事件」毎日映画社
29,1974,大藤信郎賞,11,,,大藤信郎賞	「詩人の生涯」川本喜八郎従来のアニメーションの形式を破ったユニークな立絵風の作品。音声によるダイアローグを廃したスーパーインポーズ形式は弦楽を交えた音響効果と相まって、画面全体が視覚詩として表現されている
30,1975,日本映画大賞,0,,化石,
30,1975,監督賞,1,新藤兼人,ある映画監督の生涯,監督賞	新藤兼人「ある映画監督の生涯」近代映画協会
30,1975,脚本賞,2,中島丈博,祭りの準備,脚本賞	中島丈博「祭りの準備」綜映社　映画同人社　ATG
30,1975,男優演技賞,3,佐分利信,化石,男優演技賞	佐分利 信「化石」俳優座映画放送　四騎の会
30,1975,女優演技賞,4,浅丘ルリ子,男はつらいよ・寅次郎相合い傘,女優演技賞	浅丘ルリ子「男はつらいよ・寅次郎相合い傘」松竹
30,1975,撮影賞,5,岡崎宏三,"化石,吾輩は猫である",撮影賞	岡崎宏三「化石」俳優座映画放送　四騎の会、「吾輩は猫である」芸苑社
30,1975,美術賞,6,佐藤公信,"男はつらいよ・寅次郎相合い傘,同胞〈はらから〉",美術賞	佐藤公信「男はつらいよ・寅次郎相合い傘」松竹、「同胞〈はらから〉」松竹
30,1975,音楽賞,7,武満徹,化石,音楽賞	武満 徹「化石」俳優座映画放送　四騎の会
30,1975,録音賞,8,久保田幸雄,"祭りの準備,どっこい！人間節",録音賞	久保田幸雄「祭りの準備」ATG他、「どっこい！人間節」小川プロ
30,1975,教育文化映画賞,9,,,教育文化映画賞	「彫る・棟方志功の世界」毎日映画社　美術映画製作協会
30,1975,ニュース映画賞,10,,,ニュース映画賞	中日ニュース1098号・特集「瀬戸内海汚染」中日映画社
30,1975,大藤信郎賞,11,,,大藤信郎賞	「水のたね」岡本忠成古い民話を題材に素朴さと華麗さが協和した異例の作品。アニメーション映画の質と技を量感に顕著な跳躍を画した
31,1976,日本映画大賞,0,,不毛地帯,
31,1976,日本映画優秀賞,1,,青春の殺人者,日本映画優秀賞	「青春の殺人者」綜映社
31,1976,日本映画優秀賞,2,,男はつらいよ―寅次郎夕焼け小焼け,日本映画優秀賞	「男はつらいよ―寅次郎夕焼け小焼け」松竹
31,1976,日本映画優秀賞,3,,あにいもうと,日本映画優秀賞	「あにいもうと」東宝
31,1976,監督賞,4,山本薩夫,不毛地帯,監督賞	山本薩夫「不毛地帯」芸苑社
31,1976,脚本賞,5,山田信夫,不毛地帯,脚本賞	山田信夫「不毛地帯」芸苑社
31,1976,男優演技賞,6,渡哲也,やくざの墓場―くちなしの花―,男優演技賞	渡 哲也「やくざの墓場―くちなしの花―」
31,1976,女優演技賞,7,秋吉久美子,あにいもうと,女優演技賞	秋吉久美子「あにいもうと」東宝
31,1976,撮影賞,8,長谷川清,犬神家の一族,撮影賞	長谷川 清「犬神家の一族」角川春樹事務所
31,1976,美術賞,9,間野重雄,"不毛地帯,大地の子守歌",美術賞	間野重雄「不毛地帯」芸苑社、「大地の子守歌」行動社　木村プロ
31,1976,音楽賞,10,大野雄二,犬神家の一族,音楽賞	大野雄二「犬神家の一族」角川春樹事務所
31,1976,録音賞,11,大橋鉄矢,犬神家の一族,録音賞	大橋鉄矢「犬神家の一族」角川春樹事務所
31,1976,教育文化映画賞,12,,,教育文化映画賞	「奄美の森の動物たち―自然をさぐ る―」桜映画社
31,1976,ニュース映画賞,13,,,ニュース映画賞	日本ニュース1592号「ロッキード疑獄」日本映画新社
31,1976,大藤信郎賞,14,,,大藤信郎賞	「道成寺」川本喜八郎能や歌舞伎の「道成寺」のもとになっている安珍清姫の話を、今昔物語や道成寺伝説などを参考にして脚色した作品
31,1976,日本映画ファン賞,15,［1976年設定］,犬神家の一族,日本映画ファン賞	［1976年設定］	「犬神家の一族」角川春樹事務所
32,1977,日本映画大賞,0,,幸福の黄色いハンカチ,
32,1977,日本映画優秀賞,1,,竹山ひとり旅,日本映画優秀賞	「竹山ひとり旅」近代映画協会
32,1977,日本映画優秀賞,2,,八甲田山,日本映画優秀賞	「八甲田山」東宝
32,1977,日本映画優秀賞,3,,はなれ瞽女おりん,日本映画優秀賞	「はなれ瞽女おりん」表現社
32,1977,日本映画優秀賞,4,,ねむの木の詩がきこえる,日本映画優秀賞	「ねむの木の詩がきこえる」ねむの木
32,1977,監督賞,5,山田洋次,幸福の黄色いハンカチ,監督賞	山田洋次「幸福の黄色いハンカチ」松竹
32,1977,脚本賞,6,山田洋次朝間義隆,幸福の黄色いハンカチ,脚本賞	山田洋次 朝間義隆「幸福の黄色いハンカチ」松竹
32,1977,男優演技賞,7,高倉健,幸福の黄色いハンカチ,男優演技賞	高倉 健「幸福の黄色いハンカチ」松竹
32,1977,女優演技賞,8,岩下志麻,はなれ瞽女おりん,女優演技賞	岩下志麻「はなれ瞽女おりん」表現社
32,1977,撮影賞,9,宮川一夫,はなれ瞽女おりん,撮影賞	宮川一夫「はなれ瞽女おりん」表現社
32,1977,美術賞,10,該当なし,,美術賞	該当なし
32,1977,音楽賞,11,佐藤勝,幸福の黄色いハンカチ,音楽賞	佐藤 勝「幸福の黄色いハンカチ」松竹
32,1977,録音賞,12,中村寛,幸福の黄色いハンカチ,録音賞	中村 寛「幸福の黄色いハンカチ」松竹
32,1977,教育文化映画賞,13,,,教育文化映画賞	「伊勢型紙」桜映画社
32,1977,ニュース映画賞,14,,,ニュース映画賞	日本ニュース1618号「火山灰の町―有珠山噴火―」日本映画新社
32,1977,大藤信郎賞,15,,,大藤信郎賞	「虹に向って」電通映画社人形による感情表現が一段と深められ、動画との合成による効果などが高く評価された
32,1977,日本映画ファン賞,16,,八甲田山,日本映画ファン賞	「八甲田山」東宝
33,1978,日本映画大賞,0,,事件,
33,1978,日本映画優秀賞,1,,サード,日本映画優秀賞	「サード」ATG　幻燈社
33,1978,日本映画優秀賞,2,,愛の亡霊,日本映画優秀賞	「愛の亡霊」大島渚プロ　アルゴス・フィルム
33,1978,日本映画優秀賞,3,,曾根崎心中,日本映画優秀賞	「曾根崎心中」ATG　木村プロ　行動社
33,1978,日本映画優秀賞,4,,帰らざる日々,日本映画優秀賞	「帰らざる日々」にっかつ
33,1978,監督賞,5,野村芳太郎,"事件,鬼畜",監督賞	野村芳太郎「事件」松竹、「鬼畜」松竹
33,1978,脚本賞,6,新藤兼人,事件,脚本賞	新藤兼人「事件」松竹
33,1978,男優演技賞,7,緒形拳,鬼畜,男優演技賞	緒形 拳「鬼畜」松竹
33,1978,女優演技賞,8,梶芽衣子,曾根崎心中,女優演技賞	梶 芽衣子「曾根崎心中」ATG　木村プロ　行動社
33,1978,撮影賞,9,川又昴,"鬼畜,事件",撮影賞	川又 昴「鬼畜」松竹、「事件」松竹
33,1978,美術賞,10,森田郷平,"鬼畜,事件",美術賞	森田郷平「鬼畜」松竹、「事件」松竹
33,1978,音楽賞,11,武満徹,愛の亡霊,音楽賞	武満 徹「愛の亡霊」大島プロ
33,1978,録音賞,12,久保田幸雄,サード,録音賞	久保田幸雄「サード」ATG　幻燈社
33,1978,教育文化映画賞,13,,,教育文化映画賞	「京舞・四世井上八千代」美術映画製作協会
33,1978,ニュース映画賞,14,,,ニュース映画賞	「日本ニュース1634号・開港延期　新東京国際空港」日本映画新社
33,1978,大藤信郎賞,15,,,大藤信郎賞	該当作品なし
33,1978,日本映画ファン賞,16,,,日本映画ファン賞	「野性の証明」角川春樹事務所
34,1979,日本映画大賞,0,,あゝ野麦峠,
34,1979,日本映画優秀賞,1,,衝動殺人 息子よ,日本映画優秀賞	「衝動殺人 息子よ」松竹　東京放送
34,1979,日本映画優秀賞,2,,太陽を盗んだ男,日本映画優秀賞	「太陽を盗んだ男」キティ・フィルム
34,1979,日本映画優秀賞,3,,復讐するは我にあり,日本映画優秀賞	「復讐するは我にあり」松竹　今村プロ
34,1979,日本映画優秀賞,4,,もう頬づえはつかない,日本映画優秀賞	「もう頬づえはつかない」あんぐる　ATG
34,1979,監督賞,5,長谷川和彦,太陽を盗んだ男,監督賞	長谷川和彦「太陽を盗んだ男」キティ・フィルム
34,1979,脚本賞,6,馬場当,復讐するは我にあり,脚本賞	馬場 当「復讐するは我にあり」松竹　今村プロ
34,1979,男優演技賞,7,若山富三郎,衝動殺人 息子よ,男優演技賞	若山富三郎「衝動殺人 息子よ」松竹　東京放送
34,1979,女優演技賞,8,桃井かおり,もう頬づえはつかない,女優演技賞	桃井かおり「もう頬づえはつかない」あんぐる　ATG
34,1979,撮影賞,9,小林節雄,あゝ野麦峠,撮影賞	小林節雄「あゝ野麦峠」新日本映画
34,1979,美術賞,10,間野重雄,あゝ野麦峠,美術賞	間野重雄「あゝ野麦峠」新日本映画
34,1979,音楽賞,11,佐藤勝,あゝ野麦峠,音楽賞	佐藤 勝「あゝ野麦峠」新日本映画
34,1979,録音賞,12,吉田庄太郎,復讐するは我にあり,録音賞	吉田庄太郎「復讐するは我にあり」松竹　今村プロ
34,1979,教育文化映画賞,13,,,教育文化映画賞	「マザー・テレサとその世界」近代映画協会　女子パウロ会
34,1979,ニュース映画賞,14,,,ニュース映画賞	日本ニュース1659号「医療界に旋風―徳洲会病院の24時間―」日本映画新社
34,1979,特別賞,15,,,特別賞	松竹映画「男はつらいよ」シリーズの山田洋次監督を中心とする製作スタッフ
34,1979,大藤信郎賞,16,,,大藤信郎賞	「ルパン三世―カリオストロの城」東京ムービー新社
34,1979,日本映画ファン賞,17,,,日本映画ファン賞	「太陽を盗んだ男」キティ・フィルム
35,1980,日本映画大賞,0,,影武者,
35,1980,日本映画優秀賞,1,,ツィゴイネルワイゼン,日本映画優秀賞	「ツィゴイネルワイゼン」シネマ・プラセット
35,1980,日本映画優秀賞,2,,遙かなる山の呼び声,日本映画優秀賞	「遙かなる山の呼び声」松竹
35,1980,日本映画優秀賞,3,,二百三高地,日本映画優秀賞	「二百三高地」東映
35,1980,日本映画優秀賞,4,,復活の日,日本映画優秀賞	「復活の日」角川春樹事務所　東京放送
35,1980,監督賞,5,黒澤明,影武者,監督賞	黒澤 明「影武者」東宝　黒澤プロ
35,1980,脚本賞,6,田中陽造,ツィゴイネルワイゼン,脚本賞	田中陽造「ツィゴイネルワイゼン」シネマ・プラセット
35,1980,男優演技賞,7,仲代達矢,影武者,男優演技賞	仲代達矢「影武者」東宝　黒澤プロ
35,1980,女優演技賞,8,倍賞千恵子,遙かなる山の呼び声,女優演技賞	倍賞千恵子「遙かなる山の呼び声」松竹
35,1980,撮影賞,9,永塚一栄,ツィゴイネルワイゼン,撮影賞	永塚一栄「ツィゴイネルワイゼン」シネマ・ プラセット
35,1980,美術賞,10,村木与四郎,影武者,美術賞	村木与四郎「影武者」東宝　黒澤プロ
35,1980,音楽賞,11,池辺晋一郎,影武者,音楽賞	池辺晋一郎「影武者」東宝　黒澤プロ
35,1980,録音賞,12,紅谷愃一,復活の日,録音賞	紅谷愃一「復活の日」角川春樹事務所　東京放送
35,1980,教育文化映画賞,13,,,教育文化映画賞	「バングラデシュの大地に」東京シネ・ビデオ
35,1980,ニュース映画賞,14,,,ニュース映画賞	中日ニュース1378号「38年目の祖国―生きていてよかった!!」中日映画社
35,1980,大藤信郎賞,15,,,大藤信郎賞	「スピード」古川タク
35,1980,日本映画ファン賞,16,,,日本映画ファン賞	「影武者」東宝　黒澤プロ
36,1981,日本映画大賞,0,,泥の河,
36,1981,日本映画優秀賞,1,,駅,日本映画優秀賞	「駅」東宝
36,1981,日本映画優秀賞,2,,謀殺・下山事件,日本映画優秀賞	「謀殺・下山事件」俳優座映画放送
36,1981,日本映画優秀賞,3,,幸福,日本映画優秀賞	「幸福」東宝
36,1981,日本映画優秀賞,4,,遠雷,日本映画優秀賞	「遠雷」ATG　NCP　にっかつ撮影所
36,1981,監督賞,5,小栗康平,泥の河,監督賞	小栗康平「泥の河」木村プロ
36,1981,脚本賞,6,倉本聡,駅,脚本賞	倉本 聡「駅」東宝
36,1981,男優演技賞,7,田村高廣,泥の河,男優演技賞	田村高廣「泥の河」木村プロ
36,1981,女優演技賞,8,倍賞千恵子,"駅,男はつらいよ―浪花の恋の寅次郎",女優演技賞	倍賞千恵子「駅」東宝、「男はつらいよ―浪花の恋の寅次郎」松竹
36,1981,撮影賞,9,木村大作,駅,撮影賞	木村大作「駅」東宝
36,1981,美術賞,10,木村威夫,謀殺・下山事件,美術賞	木村威夫「謀殺・下山事件」俳優座映画放送
36,1981,音楽賞,11,宇崎竜童,駅,音楽賞	宇崎竜童「駅」東宝
36,1981,録音賞,12,吉田庄太郎,"ええじゃないか,曾根崎心中",録音賞	吉田庄太郎「ええじゃないか」松竹　今村プロ　映像企画、「曾根崎心中」栗崎事務所
36,1981,教育文化映画賞,13,,,教育文化映画賞	「芭蕉布を織る女たち」桜映画社
36,1981,ニュース映画賞,14,,,ニュース映画賞	毎日ニュース1295号「ともに生きる明日を」毎日映画社
36,1981,大藤信郎賞,15,,,大藤信郎賞	「セロ弾きのゴーシュ」オープロダクション
36,1981,日本映画ファン賞,16,,,日本映画ファン賞	「駅」東宝
37,1982,日本映画大賞,0,,蒲田行進曲,
37,1982,日本映画優秀賞,1,,疑惑,日本映画優秀賞	「疑惑」松竹　霧プロ
37,1982,日本映画優秀賞,2,,遠野物語,日本映画優秀賞	「遠野物語」岩手放送　麻布企画　鉄プロ　俳優座映画放送
37,1982,日本映画優秀賞,3,,さらば愛しき大地,日本映画優秀賞	「さらば愛しき大地」群狼プロ　アトリエダンカン
37,1982,日本映画優秀賞,4,,未完の対局,日本映画優秀賞	「未完の対局」東光徳間　北京映画
37,1982,監督賞,5,深作欣二,"蒲田行進曲,道頓堀川",監督賞	深作欣二「蒲田行進曲」松竹　角川春樹事務所、「道頓堀川」松竹
37,1982,脚本賞,6,"古田求,野村芳太郎",疑惑,脚本賞	古田 求　野村芳太郎「疑惑」松竹　霧プロ
37,1982,男優演技賞,7,西村晃,マタギ,男優演技賞	西村 晃「マタギ」青銅プロ
37,1982,女優演技賞,8,松坂慶子,"蒲田行進曲,道頓堀川",女優演技賞	松坂慶子「蒲田行進曲」松竹　角川春樹事務所、「道頓堀川」松竹
37,1982,撮影賞,9,田村正毅,さらば愛しき大地,撮影賞	田村正毅「さらば愛しき大地」群狼プロ　アトリエダンカン
37,1982,美術賞,10,高橋章,蒲田行進曲,美術賞	高橋 章「蒲田行進曲」松竹　角川春樹事務所
37,1982,音楽賞,11,"林光,江定仙",未完の対局,音楽賞	林 光　江 定仙「未完の対局」東光徳間　北京映画
37,1982,録音賞,12,"橋本文雄,呂慶昌",未完の対局,録音賞	橋本文雄　呂 慶昌「未完の対局」東光徳間　北京映画
37,1982,教育文化映画賞,13,,,教育文化映画賞	「アンデスの嶺のもとに」東京シネ・ ビデオ
37,1982,ニュース映画賞,14,,,ニュース映画賞	毎日ニュース1319号「増える痴呆性老人」毎日映画社
37,1982,大藤信郎賞,15,,,大藤信郎賞	「おこんじょうるり」桜映画社　エコー
37,1982,日本映画ファン賞,16,,,日本映画ファン賞	「蒲田行進曲」松竹　角川春樹事務所
38,1983,日本映画大賞,0,,戦場のメリークリスマス,
38,1983,日本映画優秀賞,1,,家族ゲーム,日本映画優秀賞	「家族ゲーム」にっかつ撮影所　ニュー・センチュリー・プロデューサーズ　ATG
38,1983,日本映画優秀賞,2,,細雪,日本映画優秀賞	「細雪」東宝映画
38,1983,日本映画優秀賞,3,,東京裁判,日本映画優秀賞	「東京裁判」講談社
38,1983,日本映画優秀賞,4,,楢山節考,日本映画優秀賞	「楢山節考」東映　今村プロ
38,1983,監督賞,5,大島渚,戦場のメリークリスマス,監督賞	大島 渚「戦場のメリークリスマス」大島プロ他
38,1983,脚本賞,6,大島渚,戦場のメリークリスマス,脚本賞	大島 渚「戦場のメリークリスマス」大島プロ他
38,1983,脚本賞,7,森田芳光,家族ゲーム,脚本賞	森田芳光「家族ゲーム」ATG他
38,1983,男優主演賞,8,緒形拳,"楢山節考,陽暉楼,魚影の群れ",男優主演賞	緒形 拳「楢山節考」東映　今村プロ、「陽暉楼」東映　俳優座映画放送、「魚影の群れ」松竹
38,1983,女優主演賞,9,田中裕子,天城越え,女優主演賞	田中裕子「天城越え」松竹
38,1983,男優助演賞,10,ビートたけし,戦場のメリークリスマス,男優助演賞	ビートたけし「戦場のメリークリスマス」大島プロ他
38,1983,女優助演賞,11,由紀さおり,家族ゲーム,女優助演賞	由紀さおり「家族ゲーム」ATG他
38,1983,撮影賞,12,椎塚彰,南極物語,撮影賞	椎塚 彰「南極物語」フジテレビ　学研　蔵原プロ
38,1983,美術賞,13,村木忍,細雪,美術賞	村木 忍「細雪」東宝映画
38,1983,音楽賞,14,坂本龍一,戦場のメリークリスマス,音楽賞	坂本龍一「戦場のメリークリスマス」大島プロ他
38,1983,録音賞,15,紅谷愃一,楢山節考,録音賞	紅谷愃一「楢山節考」東映　今村プロ
38,1983,教育文化映画賞,16,,,教育文化映画賞	「海底炭鉱に生きる」アール・ケー・ビー映画社
38,1983,ニュース映画賞,17,,,ニュース映画賞	日本ニュース3号「―熱戦―全国高校ラグビー大会」日本映画新社
38,1983,特別賞,18,,,特別賞	加藤 嘉「ふるさと」の名演と過去の功績について
38,1983,特別賞,19,,,特別賞	「はだしのゲン」ゲンプロダクション
38,1983,大藤信郎賞,20,,,大藤信郎賞	原田知世「時をかける少女」
38,1983,スポニチグランプリ新人賞,21,,,スポニチグランプリ新人賞	［1983年設定］	崔 洋一「十階のモスキート」「性的犯罪」
38,1983,特別賞,22,,,特別賞	金子正次「竜二」
38,1983,外国映画ベストワン賞,23,,,外国映画ベストワン賞	［1983年設定］	「ソフィーの選択」CIC配給
38,1983,日本映画ファン賞,24,,,日本映画ファン賞	「南極物語」フジテレビ　学研　蔵原プロ
39,1984,日本映画大賞,0,,Wの悲劇,
39,1984,日本映画優秀賞,1,,お葬式,日本映画優秀賞	「お葬式」NCP　伊丹プロ
39,1984,日本映画優秀賞,2,,瀬戸内少年野球団,日本映画優秀賞	「瀬戸内少年野球団」ヘラルド・エース　YOUの会
39,1984,日本映画優秀賞,3,,麻雀放浪記,日本映画優秀賞	「麻雀放浪記」角川春樹事務所　東映
39,1984,日本映画優秀賞,4,,おはん,日本映画優秀賞	「おはん」東宝映画
39,1984,監督賞,5,伊丹十三,お葬式,監督賞	伊丹十三「お葬式」NCP　伊丹プロ
39,1984,脚本賞,6,"荒井晴彦,澤井信一郎",Wの悲劇,脚本賞	荒井晴彦　澤井信一郎「Wの悲劇」角川春樹事務所
39,1984,男優主演賞,7,山崎努,"お葬式,さらば箱舟",男優主演賞	山崎 努「お葬式」NCP　伊丹プロ、「さらば箱舟」ATG他
39,1984,女優主演賞,8,吉永小百合,"天国の駅,おはん",女優主演賞	吉永小百合「天国の駅」東映、「おはん」東宝映画
39,1984,男優助演賞,9,高品格,麻雀放浪記,男優助演賞	高品 格「麻雀放浪記」角川春樹事務所　東映
39,1984,女優助演賞,10,三田佳子,"序の舞,Wの悲劇",女優助演賞	三田佳子「序の舞」東映、「Wの悲劇」角川春樹事務所
39,1984,撮影賞,11,宮川一夫,瀬戸内少年野球団,撮影賞	宮川一夫「瀬戸内少年野球団」ヘラルド・エース　YOUの会
39,1984,美術賞,12,村木忍,おはん,美術賞	村木 忍「おはん」東宝映画
39,1984,音楽賞,13,池辺晋一郎,瀬戸内少年野球団,音楽賞	池辺晋一郎「瀬戸内少年野球団」ヘラルド・エース　YOUの会
39,1984,録音賞,14,高橋和久,上海バンスキング,録音賞	高橋和久「上海バンスキング」松竹他
39,1984,教育文化映画賞,15,,,教育文化映画賞	「サイエンスグラフィティ―科学と映像の世界」岩波映画製作所
39,1984,ニュース映画賞,16,,,ニュース映画賞	日本ニュース84―No.19号「過疎の村の夏―三陸鉄道・田野畑村」日本映画新社
39,1984,特別賞,17,,,特別賞	牛原虚彦多年にわたり、日本映画の発展に尽くし、幾多の功績を広く海外にも残した
39,1984,大藤信郎賞,18,,,大藤信郎賞	「風の谷のナウシカ」徳間書店　博報堂
39,1984,スポニチグランプリ新人賞,19,,,スポニチグランプリ新人賞	吉川晃司「すかんぴんウォーク」渡辺プロ他 佐倉しおり「瀬戸内少年野球団」ヘラルド・エース　YOUの会
39,1984,外国映画ベストワン賞,20,,,外国映画ベストワン賞	「ドレッサー」コロムビア映画配給
39,1984,日本映画ファン賞,21,,,日本映画ファン賞	「瀬戸内少年野球団」ヘラルド・エース　YOUの会
40,1985,日本映画大賞,0,,乱,
40,1985,日本映画優秀賞,1,,それから,日本映画優秀賞	「それから」東映
40,1985,日本映画優秀賞,2,,台風クラブ,日本映画優秀賞	「台風クラブ」ディレクターズ・カンパニー
40,1985,日本映画優秀賞,3,,火まつり,日本映画優秀賞	「火まつり」シネセゾン　プロダクション群狼
40,1985,日本映画優秀賞,4,,ビルマの竪琴,日本映画優秀賞	「ビルマの竪琴」フジテレビ　博報堂　キネマ東京
40,1985,監督賞,5,黒澤明,乱,監督賞	黒澤 明「乱」ヘラルド・エース　グリニッチ・フィルム
40,1985,脚本賞,6,中上健次,火まつり,脚本賞	中上健次「火まつり」シネセゾン他
40,1985,脚本賞,7,加藤祐司,台風クラブ,脚本賞	加藤祐司「台風クラブ」ディレクターズ・カンパニー
40,1985,男優主演賞,8,北大路欣也,"火まつり,春の鐘",男優主演賞	北大路欣也「火まつり」シネセゾン他、「春の鐘」東宝映画
40,1985,女優主演賞,9,倍賞美津子,"恋文,生きてるうちが花なのよ死んだらそれまでよ党宣言",女優主演賞	倍賞美津子「恋文」松竹富士他、「生きてるうちが花なのよ死んだらそれまでよ党宣言」キノシタ映画
40,1985,男優助演賞,10,井川比佐志,"乱,タンポポ",男優助演賞	井川比佐志「乱」ヘラルド・エース　グリニッチ・フィルム、「タンポポ」伊丹プロ
40,1985,女優助演賞,11,藤真利子,薄化粧,女優助演賞	藤 真利子「薄化粧」松竹
40,1985,撮影賞,12,前田米造,"それから,TANTANたぬき,野蛮人のように",撮影賞	前田米造「それから」東映、「TANTANたぬき」フジテレビ、「野蛮人のように」東映
40,1985,美術賞,13,今村力,"それから,夜叉,魔の刻",美術賞	今村 力「それから」東映、「夜叉」グループ・エンカウンター、「魔の刻」東映セントラル
40,1985,音楽賞,14,梅林茂,"それから,友よ、静かに瞑れ",音楽賞	梅林 茂「それから」東映、「友よ、静かに瞑れ」角川春樹事務所
40,1985,録音賞,15,橋本文雄,"恋文,それから,早春物語,タンポポ",録音賞	橋本文雄「恋文」松竹富士他、「それから」東映、「早春物語」角川春樹事務所、「タンポポ」伊丹プロ
40,1985,教育文化映画賞,16,,,教育文化映画賞	「痴呆性老人の世界」岩波映画製作所
40,1985,ニュース映画賞,17,,,ニュース映画賞	毎日ニュース第1387号「日航ジャンボ機墜落―死者520人生存4人」毎日映画社
40,1985,演技特別賞,18,,,演技特別賞	千秋 実「花いちもんめ」の充実した演技と多年の功績に対して
40,1985,特別賞,19,,,特別賞	高峰三枝子演技者としての多年にわたる日本映画への功績に対して
40,1985,大藤信郎賞,20,,,大藤信郎賞	「銀河鉄道の夜」朝日新聞社　テレビ朝日　日本ヘラルド映画グループ
