Orginal,Year,Category,Order,People,Films,Original
47,1992,優秀賞,29,,,優秀賞	東宝「ミンボーの女」
47,1992,優秀賞,30,,,優秀賞	松竹「いつかギラギラする日」
48,1993,日本映画大賞,0,,月はどっちに出ている。,
48,1993,日本映画優秀賞,1,,お引越し,日本映画優秀賞	「お引越し」読売テレビ
48,1993,日本映画優秀賞,2,,学校,日本映画優秀賞	「学校」松竹　日本テレビ　住友商事
48,1993,日本映画優秀賞,3,,"病院で死ぬということ,病院で死ぬということ",日本映画優秀賞	「病院で死ぬということ」映画「病院で死ぬということ」製作委員会
48,1993,日本映画優秀賞,4,,僕らはみんな生きている,日本映画優秀賞	「僕らはみんな生きている」松竹
48,1993,監督賞,5,市川準,"病院で死ぬということ,病院で死ぬということ",監督賞	市川 準「病院で死ぬということ」映画「病院で死ぬということ」製作委員会
48,1993,脚本賞,6,"崔洋一,鄭義信",月はどっちに出ている,脚本賞	崔 洋一　鄭 義信「月はどっちに出ている」シネカノン
48,1993,脚本賞,7,松山善三,"虹の橋,望郷",脚本賞	松山善三「虹の橋」小川企画、「望郷」斎藤耕一プロダクション
48,1993,男優主演賞,8,岸谷五朗,月はどっちに出ている,男優主演賞	岸谷五朗「月はどっちに出ている」シネカノン
48,1993,女優主演賞,9,ルビー・モレノ,月はどっちに出ている,女優主演賞	ルビー・モレノ「月はどっちに出ている」シネカノン
48,1993,男優助演賞,10,田中健,望郷,男優助演賞	田中 健「望郷」斎藤耕一プロダクション
48,1993,女優助演賞,11,桜田淳子,お引越し,女優助演賞	桜田淳子「お引越し」読売テレビ
48,1993,撮影賞,12,浜田毅,僕らはみんな生きている,撮影賞	浜田 毅「僕らはみんな生きている」松竹
48,1993,美術賞,13,間野重雄,"病院で死ぬということ,病院で死ぬということ,望郷",美術賞	間野重雄「病院で死ぬということ」映画「病院で死ぬということ」製作委員会、「望郷」斎藤耕一プロダクション
48,1993,音楽賞,14,佐藤勝,わが愛の譜　滝廉太郎物語,音楽賞	佐藤 勝「わが愛の譜　滝廉太郎物語」東映　日本テレビ
48,1993,録音賞,15,"堀池美夫,格畑學",わが愛の譜　滝廉太郎物語,録音賞	堀池美夫　格畑 學「わが愛の譜　滝廉太郎物語」東映　日本テレビ
48,1993,録音賞,16,橋本泰夫,"病院で死ぬということ,病院で死ぬということ",録音賞	橋本泰夫「病院で死ぬということ」映画「病院で死ぬということ」製作委員会
48,1993,記録文化映画賞,17,,,記録文化映画賞	長編：「免田栄 獄中の生」シグロ
48,1993,記録文化映画賞,18,,,記録文化映画賞	短編：「アイヌ文化を伝承する人々 第５巻～キナタ・テケカラペ・トゥイタハ～」札幌映像プロダクション
48,1993,特別賞,19,,,特別賞	故・川喜多かしこ永年にわたる日本映画の海外紹介と映画文化の国際交流に対する貢献
48,1993,大藤信郎賞,20,,,大藤信郎賞	たむらしげる「銀河の魚」ソニー・ミュージックエンタテインメント　愛があれば大丈夫　ソニー
48,1993,スポニチグランプリ新人賞,21,,,スポニチグランプリ新人賞	田畑智子「お引越し」読売テレビ
48,1993,スポニチグランプリ新人賞,22,,,スポニチグランプリ新人賞	袴田吉彦「二十才の微熱」ぴあ　ポニーキャニオン
48,1993,外国映画ベストワン賞,23,,,外国映画ベストワン賞	「許されざる者」ワーナー・ブラザース映画配給
48,1993,日本映画ファン賞,24,,,日本映画ファン賞	「学校」松竹　日本テレビ　住友商事
48,1993,外国映画ファン賞,25,,,外国映画ファン賞	「ジュラシック・パーク」UIP配給
48,1993,アニメーション映画賞,26,,機動警察パトレイバー2 the Movie,アニメーション映画賞	「機動警察パトレイバー2 the Movie」バンダイビジュアル　東北新社　イング
48,1993,田中絹代賞,27,,,田中絹代賞	香川京子
48,1993,最優秀賞,28,,,最優秀賞	UIP「幸福の条件」
48,1993,優秀賞,29,,,優秀賞	東宝「高校教師」
48,1993,優秀賞,30,,,優秀賞	松竹「学校」
49,1994,日本映画大賞,0,,全身小説家,
49,1994,日本映画優秀賞,1,,居酒屋ゆうれい,日本映画優秀賞	「居酒屋ゆうれい」サントリー　テレビ朝日　東北新社　キティ・フィルム
49,1994,日本映画優秀賞,2,,119,日本映画優秀賞	「119」松竹　テレビ東京　イメージファクトリー・アイエム
49,1994,日本映画優秀賞,3,,忠臣蔵外伝 四谷怪談,日本映画優秀賞	「忠臣蔵外伝 四谷怪談」松竹
49,1994,日本映画優秀賞,4,,夏の庭 The Friends,日本映画優秀賞	「夏の庭 The Friends」読売テレビ
49,1994,日本映画優秀賞,5,,棒の哀しみ,日本映画優秀賞	「棒の哀しみ」ユニタリー企画　ティー・エム・シー　ヒーロー
49,1994,監督賞,6,神代辰巳,棒の哀しみ,監督賞	神代辰巳「棒の哀しみ」ユニタリー企画　ティー・エム・シー　ヒーロー
49,1994,脚本賞,7,田中陽造,"居酒屋ゆうれい,夏の庭 The Friends",脚本賞	田中陽造「居酒屋ゆうれい」サントリー　テレビ朝日　東北新社　キティ・フィルム、「夏の庭 The Friends」読売テレビ
49,1994,男優主演賞,8,奥田瑛二,"棒の哀しみ,極道記者２",男優主演賞	奥田瑛二「棒の哀しみ」ユニタリー企画　ティー・エム・シー　ヒーロー、「極道記者２」大映
49,1994,女優主演賞,9,吉永小百合,女ざかり,女優主演賞	吉永小百合「女ざかり」松竹
49,1994,男優助演賞,10,中村敦夫,集団左遷,男優助演賞	中村敦夫「集団左遷」東映京都
49,1994,女優助演賞,11,室井滋,居酒屋ゆうれい,女優助演賞	室井 滋「居酒屋ゆうれい」サントリー　テレビ朝日　東北新社　キティ・フィルム
49,1994,撮影賞,12,栢野直樹,800 TWO LAP RUNNERS,撮影賞	栢野直樹「800 TWO LAP RUNNERS」サントリー　ポニーキャニオン　ニュー・センチュリー・プロデューサーズ
49,1994,美術賞,13,井川徳道,東雲楼 女の乱,美術賞	井川徳道「東雲楼 女の乱」東映京都
49,1994,音楽賞,14,梅林茂,"居酒屋ゆうれい,トカレフ",音楽賞	梅林 茂「居酒屋ゆうれい」サントリー　テレビ朝日　東北新社　キティ・フィルム、「トカレフ」サントリー　バンダイビジュアル　荒戸源次郎事務所
49,1994,録音賞,15,柿澤潔,"棒の哀しみ,トカレフ",録音賞	柿澤 潔「棒の哀しみ」ユニタリー企画　ティー・エム・シー　ヒーロー、「トカレフ」サントリー　バンダイビジュアル　荒戸源次郎事務所
49,1994,記録文化映画賞,16,,,記録文化映画賞	長編：「渡り川」渡り川製作委員会
49,1994,記録文化映画賞,17,,,記録文化映画賞	短編：「十三代今右衛門 薄墨の美」桜映画社
49,1994,スポニチグランプリ新人賞,18,,,スポニチグランプリ新人賞	野村祐人「800 TWO LAP RUNNERS」サントリー　ポニーキャニオン　ニュー・センチュリー・プロデューサーズ
49,1994,スポニチグランプリ新人賞,19,,,スポニチグランプリ新人賞	鈴木砂羽「愛の新世界」Gカンパニー　東亜興行
49,1994,外国映画ベストワン賞,20,,,外国映画ベストワン賞	「さらば、わが愛／覇王別姫」ヘラルド・エース配給
49,1994,日本映画ファン賞,21,,,日本映画ファン賞	「四十七人の刺客」東宝　日本テレビ放送網　サントリー
49,1994,外国映画ファン賞,22,,,外国映画ファン賞	「シンドラーのリスト」UIP配給
49,1994,アニメーション映画賞,23,,平成狸合戦ぽんぽこ,アニメーション映画賞	「平成狸合戦ぽんぽこ」徳間書店　日本テレビ放送網　博報堂　スタジオジブリ
49,1994,大藤信郎賞,24,,,大藤信郎賞	該当作品なし
49,1994,田中絹代賞,25,,,田中絹代賞	久我美子
49,1994,最優秀賞,26,,,最優秀賞	東映「超能力者　未知への旅人」
49,1994,優秀賞,27,,,優秀賞	松竹「女ざかり」
49,1994,優秀賞,28,,,優秀賞	UIP「シンドラーのリスト」
50,1995,日本映画大賞,0,,午後の遺言状,
50,1995,日本映画優秀賞,1,,藏,日本映画優秀賞	「藏」東映　松プロダクション
50,1995,日本映画優秀賞,2,,写楽,日本映画優秀賞	「写楽」西友　TSUTAYA　堺綜合企画　表現社　テレビ朝日
50,1995,日本映画優秀賞,3,,深い河,日本映画優秀賞	「深い河」深い河製作委員会＝仕事
50,1995,日本映画優秀賞,4,,Love Letter,日本映画優秀賞	「Love Letter」フジテレビジョン
50,1995,監督賞,5,新藤兼人,午後の遺言状,監督賞	新藤兼人「午後の遺言状」近代映画協会
50,1995,脚本賞,6,橋口亮輔,渚のシンドバッド,脚本賞	橋口亮輔「渚のシンドバッド」東宝　ぴあ
50,1995,男優主演賞,7,役所広司,KAMIKAZE TAXI,男優主演賞	役所広司「KAMIKAZE TAXI」ポニーキャニオン
50,1995,女優主演賞,8,杉村春子,午後の遺言状,女優主演賞	杉村春子「午後の遺言状」近代映画協会
50,1995,男優助演賞,9,松方弘樹,藏,男優助演賞	松方弘樹「藏」東映　松プロダクション
50,1995,女優助演賞,10,鰐淵晴子,"遙かな時代の階段を,東京デラックス,眠れる美女",女優助演賞	鰐淵晴子「遙かな時代の階段を」フォーライフレコード　映像探偵社、「東京デラックス」アミューズ　シネカノン、「眠れる美女」横山博人プロダクション
50,1995,撮影賞,11,鈴木達夫,写楽,撮影賞	鈴木達夫「写楽」西友　TSUTAYA　堺綜合企画　表現社　テレビ朝日
50,1995,美術賞,12,竹中和雄,あした,美術賞	竹中和雄「あした」アミューズ　ピー・エス・シー　IMAGICA　プライド・ワン
50,1995,音楽賞,13,陳明章,幻の光,音楽賞	陳 明章「幻の光」テレビマンユニオン
50,1995,録音賞,14,瀬川徹夫,"写楽,緊急呼出し エマージェンシー・コール",録音賞	瀬川徹夫「写楽」西友　TSUTAYA　堺綜合企画　表現社　テレビ朝日、「緊急呼出し エマージェンシー・コール」プルミエ・インターナショナル
50,1995,記録文化映画賞,15,,,記録文化映画賞	長編：「奈緒ちゃん」奈緒ちゃん製作委員会　デコ企画
50,1995,記録文化映画賞,16,,,記録文化映画賞	短編：「映像評伝 朝永振一郎」朝永振一郎伝記映画製作委員会　山陽映画
50,1995,スポニチグランプリ新人賞,17,,,スポニチグランプリ新人賞	一色紗英「藏」東映　松プロダクション
50,1995,スポニチグランプリ新人賞,18,,,スポニチグランプリ新人賞	江角マキコ「幻の光」テレビマンユニオン
50,1995,スポニチグランプリ新人賞,19,,,スポニチグランプリ新人賞	室賀 厚「SCORE」Team Okuyama
50,1995,外国映画ベストワン賞,20,,,外国映画ベストワン賞	「ショーシャンクの空に」松竹富士配給
50,1995,日本映画ファン賞,21,,,日本映画ファン賞	「藏」東映　松プロダクション
50,1995,外国映画ファン賞,22,,,外国映画ファン賞	「マディソン郡の橋」ワーナー・ブラザース映画配給
50,1995,アニメーション映画賞,23,,ユンカース・カム・ヒア,アニメーション映画賞	「ユンカース・カム・ヒア」バンダイビジュアル　角川書店
50,1995,大藤信郎賞,24,,,大藤信郎賞	「MEMORIES」における大友克洋の製作総指揮に対して
50,1995,田中絹代賞,25,,,田中絹代賞	浅丘ルリ子
50,1995,特別賞,26,,,特別賞	故・飯島 正映画評論を確立した功績に対して
50,1995,特別賞,27,,,特別賞	故・乙羽信子日本映画におけるこれまでの優れた演技に対して
50,1995,特別賞,28,,,特別賞	故・高羽哲夫「男はつらいよ」「幸福の黄色いハンカチ」などの優れた撮影に対して
50,1995,特別賞,29,,,特別賞	南 とめ永年にわたる映画のネガ編集に対する功績
50,1995,最優秀賞,30,,,最優秀賞	東映「藏」
50,1995,優秀賞,31,,,優秀賞	20世紀FOX「ダイ・ハード3」
50,1995,優秀賞,32,,,優秀賞	UIP「ウォーターワールド」
51,1996,日本映画大賞,0,,Shall We ダンス？,
51,1996,日本映画優秀賞,1,,絵の中のぼくの村,日本映画優秀賞	「絵の中のぼくの村」シグロ
51,1996,日本映画優秀賞,2,,学校Ⅱ,日本映画優秀賞	「学校Ⅱ」松竹　日本テレビ放送網　住友商事
51,1996,日本映画優秀賞,3,,キッズ・リターン,日本映画優秀賞	「キッズ・リターン」オフィス北野　バンダイビジュアル
51,1996,日本映画優秀賞,4,,"眠る男,眠る男",日本映画優秀賞	「眠る男」群馬県人口200万人記念映画「眠る男」製作委員会
51,1996,監督賞,5,周防正行,Shall We ダンス？,監督賞	周防正行「Shall We ダンス？」
51,1996,脚本賞,6,周防正行,Shall We ダンス？,脚本賞	周防正行「Shall We ダンス？」
51,1996,男優主演賞,7,役所広司,"Shall We ダンス？,眠る男,シャブ極道",男優主演賞	役所広司「Shall We ダンス？」「眠る男」「シャブ極道」
51,1996,女優主演賞,8,高岡早紀,KYOKO,女優主演賞	高岡早紀「KYOKO」
51,1996,男優助演賞,9,吉岡秀隆,学校Ⅱ,男優助演賞	吉岡秀隆「学校Ⅱ」
51,1996,女優助演賞,10,草村礼子,Shall We ダンス？,女優助演賞	草村礼子「Shall We ダンス？」
51,1996,撮影賞,11,丸池納,眠る男,撮影賞	丸池 納「眠る男」
51,1996,美術賞,12,横尾嘉良,眠る男,美術賞	横尾嘉良「眠る男」
51,1996,音楽賞,13,細川俊夫,眠る男,音楽賞	細川俊夫「眠る男」
51,1996,録音賞,14,井上宗一,眠る男,録音賞	井上宗一「眠る男」
51,1996,鈴木,15,,学校Ⅱ,鈴木 功「学校Ⅱ」
51,1996,記録文化映画賞,16,,,記録文化映画賞	長編：「SAWADA 青森からべトナムヘピュリッツァー賞カメラマン沢田教一の生と死」みちのく銀行　グループ現代
51,1996,記録文化映画賞,17,,,記録文化映画賞	短編：「クロウサギの島 奄美の希少動物たち」群像舎
51,1996,スポニチグランプリ新人賞,18,,,スポニチグランプリ新人賞	安藤政信「キッズ・リターン」
51,1996,スポニチグランプリ新人賞,19,,,スポニチグランプリ新人賞	鈴木彩子「アトランタ・ブギ」
51,1996,スポニチグランプリ新人賞,20,,,スポニチグランプリ新人賞	井坂 聡「Focus」
51,1996,外国映画ベストワン賞,21,,,外国映画ベストワン賞	「ユリシーズの瞳」フランス映画社配給
51,1996,日本映画ファン賞,22,,,日本映画ファン賞	「Shall We ダンス？」大映　日本テレビ放送網　博報堂　日本出版販売
51,1996,外国映画ファン賞,23,,,外国映画ファン賞	「インデペンデンス・デイ」20世紀FOX配給
51,1996,アニメーション映画賞,24,,ブラック・ジャック,アニメーション映画賞	「ブラック・ジャック」手塚プロダクション　松竹
51,1996,大藤信郎賞,25,,,大藤信郎賞	「るすばん」N&Gプロダクション
51,1996,田中絹代賞,26,,,田中絹代賞	松坂慶子
51,1996,特別賞,27,,,特別賞	故・渥美 清「男はつらいよ」シリーズなどの演技による日本映画への貢献に対して
51,1996,特別賞,28,,,特別賞	故・小林正樹映画監督として数々の名作を生み出した貢献に対して
51,1996,特別賞,29,,,特別賞	故・佐藤正之長年、映画製作者として活躍、独立プロ運動、毎日映画コンクールの運営にも尽力した功績に対して
51,1996,特別賞,30,,,特別賞	故・藤子・F・不二雄「オバQ」「ドラえもん」など空想味豊かなニメの創作とその映画化、テレビ化に対して
51,1996,特別賞,31,,,特別賞	故・フランキー堺数々の喜劇映画の演技などによる日本映画への貢献に対して
51,1996,特別賞,32,,,特別賞	故・武満 徹映画音楽を通じて数々の名作を生み出した貢献に対して
51,1996,最優秀賞,33,,,最優秀賞	20世紀FOX「インデペンデンス・デイ」
51,1996,優秀賞,34,,,優秀賞	ギャガ・コミュニケーションズ「セブン」
51,1996,優秀賞,35,,,優秀賞	松竹「宮澤賢治―その愛―」
51,1996,優秀賞,36,,,優秀賞	日本ヘラルド映画「陽のあたる教室」
52,1997,日本映画大賞,0,,もののけ姫,
52,1997,日本映画優秀賞,1,,うなぎ,日本映画優秀賞	「うなぎ」ケイエスエス　衛星劇場　グルーヴコーポレーション
52,1997,日本映画優秀賞,2,,誘拐,日本映画優秀賞	「誘拐」東宝映画
52,1997,日本映画優秀賞,3,,ラヂオの時間,日本映画優秀賞	「ラヂオの時間」フジテレビジョン　東宝
52,1997,監督賞,4,今村昌平,うなぎ,監督賞	今村昌平「うなぎ」
52,1997,脚本賞,5,三谷幸喜,ラヂオの時間,脚本賞	三谷幸喜「ラヂオの時間」
52,1997,男優主演賞,6,原田芳雄,鬼火,男優主演賞	原田芳雄「鬼火」
52,1997,女優主演賞,7,桃井かおり,東京夜曲,女優主演賞	桃井かおり「東京夜曲」など
52,1997,男優助演賞,8,田口トモロヲ,"うなぎ,鉄塔武蔵野線",男優助演賞	田口トモロヲ「うなぎ」「鉄塔武蔵野線」など
52,1997,女優助演賞,9,倍賞美津子,"東京夜曲,うなぎ",女優助演賞	倍賞美津子「東京夜曲」「うなぎ」
52,1997,撮影賞,10,木村大作,誘拐,撮影賞	木村大作「誘拐」
52,1997,撮影賞,11,田村正毅,"萌の朱雀,2／デュオ",撮影賞	田村正毅「萌の朱雀」「2／デュオ」
52,1997,美術賞,12,小澤秀高,失楽園,美術賞	小澤秀高「失楽園」
52,1997,音楽賞,13,大島ミチル,失楽園,音楽賞	大島ミチル「失楽園」
52,1997,録音賞,14,林鑛一,身も心も,録音賞	林 鑛一「身も心も」
52,1997,記録文化映画賞,15,,,記録文化映画賞	長編：「ルイズ その旅立ち」ルイズ製作委員会　フリー映像プロダクション
52,1997,記録文化映画賞,16,,,記録文化映画賞	短編：「真正粘菌の生活史―進化の謎・変形体を探る―」シネ・ドキュメント
52,1997,スポニチグランプリ新人賞,17,,,スポニチグランプリ新人賞	三谷幸喜「ラヂオの時間」
52,1997,スポニチグランプリ新人賞,18,,,スポニチグランプリ新人賞	広末涼子「20世紀ノスタルジア」
52,1997,スポニチグランプリ新人賞,19,,,スポニチグランプリ新人賞	吉川ひなの「瀬戸内ムーンライト・セレナーデ」
52,1997,外国映画ベストワン賞,20,,,外国映画ベストワン賞	「イングリッシュ・ペイシェント」松竹富士配給
52,1997,日本映画ファン賞,21,,,日本映画ファン賞	「もののけ姫」徳間書店　スタジオジブリ・カンパニー　日本テレビ放送網　電通
52,1997,外国映画ファン賞,22,,,外国映画ファン賞	「メン・イン・ブラック」ソニー・ピクチャーズ配給
52,1997,アニメーション映画賞,23,,もののけ姫,アニメーション映画賞	「もののけ姫」徳間書店　スタジオジブリ・カンパニー　日本テレビ放送網　電通
52,1997,大藤信郎賞,24,,,大藤信郎賞	該当なし
52,1997,田中絹代賞,25,,,田中絹代賞	淡島千景
52,1997,特別賞,26,,,特別賞	故・勝 新太郎「座頭市」などの日本映画を製作、監督、俳優としてリードした功績により
52,1997,特別賞,27,,,特別賞	故・杉村春子小津安二郎監督作品の名演技、「午後の遺言状」の主役などで日本映画に尽くした功績により
52,1997,特別賞,28,,,特別賞	故・姫田真左久「赤い殺意」「キューポラのある街」「戦争と人間」などの名作映画の撮影に対して
52,1997,特別賞,29,,,特別賞	故・三船敏郎黒澤明監督作品などで俳優として国際的な評価を得た功績に対して
52,1997,特別賞,30,,,特別賞	故・萬屋錦之介「宮本武蔵」など時代劇俳優として日本映画に貢献した業績に対して
52,1997,最優秀賞,31,,,最優秀賞	20世紀FOX「タイタニック」
52,1997,優秀賞,32,,,優秀賞	ブエナ ビスタ インターナショナル ジャパン「コン・エアー」
52,1997,優秀賞,33,,,優秀賞	UIP「ロスト・ワールド／ジュラシック・パーク」
53,1998,日本映画大賞,0,,愛を乞うひと,
53,1998,日本映画優秀賞,1,,学校Ⅲ,日本映画優秀賞	「学校Ⅲ」松竹　日本テレビ放送網　住友商事　角川書店　読売新聞社
53,1998,日本映画優秀賞,2,,カンゾー先生,日本映画優秀賞	「カンゾー先生」今村プロダクション　東映　東北新社　角川書店
53,1998,日本映画優秀賞,3,,がんばっていきまっしょい,日本映画優秀賞	「がんばっていきまっしょい」フジテレビジョン　ポニーキャニオン　アルタミラピクチャーズ
53,1998,日本映画優秀賞,4,,HANA-BI,日本映画優秀賞	「HANA-BI」バンダイビジュアル　テレビ東京　TOKYO FM　オフィス北野
53,1998,監督賞,5,平山秀幸,愛を乞うひと,監督賞	平山秀幸「愛を乞うひと」
53,1998,脚本賞,6,中島丈博,"ラブ・レター,あ、春",脚本賞	中島丈博「ラブ・レター」「あ、春」
53,1998,男優主演賞,7,本木雅弘,中国の鳥人,男優主演賞	本木雅弘「中国の鳥人」
53,1998,女優主演賞,8,原田美枝子,愛を乞うひと,女優主演賞	原田美枝子「愛を乞うひと」
53,1998,男優助演賞,9,大杉漣,"HANA-BI,犬、走る DOG RACE",男優助演賞	大杉 漣「HANA-BI」「犬、走る DOG RACE」など
53,1998,女優助演賞,10,余貴美子,"学校Ⅲ,あ、春",女優助演賞	余 貴美子「学校Ⅲ」「あ、春」など
53,1998,撮影賞,11,山本英夫,"HANA-BI,中国の鳥人",撮影賞	山本英夫「HANA-BI」「中国の鳥人」など
53,1998,美術賞,12,中澤克巳,愛を乞うひと,美術賞	中澤克巳「愛を乞うひと」
53,1998,美術賞,13,丸尾知行,CURE,美術賞	丸尾知行「CURE」
53,1998,音楽賞,14,山下洋輔,カンゾー先生,音楽賞	山下洋輔「カンゾー先生」
53,1998,録音賞,15,郡弘道,がんばっていきまっしょい,録音賞	郡 弘道「がんばっていきまっしょい」
53,1998,記録文化映画賞,16,,,記録文化映画賞	長編：「見えない壁を越えて」中山映画
53,1998,記録文化映画賞,17,,,記録文化映画賞	短編：「文楽への誘い」桜映画社
53,1998,スポニチグランプリ新人賞,18,,,スポニチグランプリ新人賞	田中麗奈「がんばっていきまっしょい」
53,1998,スポニチグランプリ新人賞,19,,,スポニチグランプリ新人賞	中野裕之「SF サムライ・フィクション」
53,1998,スポニチグランプリ新人賞,20,,,スポニチグランプリ新人賞	唯野未歩子「フレンチドレッシング」
53,1998,外国映画ベストワン賞,21,,,外国映画ベストワン賞	「L.A.コンフィデンシャル」日本ヘラルド映画配給
53,1998,日本映画ファン賞,22,,,日本映画ファン賞	「踊る大捜査線 THE MOVIE」フジテレビジョン
53,1998,外国映画ファン賞,23,,,外国映画ファン賞	「タイタニック」20世紀FOX配給
53,1998,アニメーション映画賞,24,,ドラえもん のび太の南海大冒険,アニメーション映画賞	「ドラえもん のび太の南海大冒険」シンエイ動画　小学館　テレビ朝日
53,1998,大藤信郎賞,25,,,大藤信郎賞	「水の精 河童百図」白組
53,1998,田中絹代賞,26,,,田中絹代賞	藤村志保
53,1998,特別賞,27,,,特別賞	故・木下恵介「二十四の瞳」などの名作を監督し、日本映画のために尽くした功績に対して
53,1998,特別賞,28,,,特別賞	故・黒澤 明「七人の侍」など傑作30本の監督を通じ、日本映画の名を海外にまで高め、世界のクロサワと呼ばれた功績に対して
53,1998,特別賞,29,,,特別賞	故・碧川道夫わが国映画撮影の先駆者としての功績に対して
53,1998,特別賞,30,,,特別賞	故・宮島義勇映画撮影技師として日本的リアリズムの手法を確立した功績に対して
53,1998,特別賞,31,,,特別賞	故・淀川長治評論活動を通じて映画の魅力を伝え、映画普及に尽力した功績に対して
53,1998,最優秀賞,32,,,最優秀賞	日本ヘラルド映画「L.A.コンフィデンシャル」
53,1998,優秀賞,33,,,優秀賞	東映「時雨の記」
53,1998,優秀賞,34,,,優秀賞	UIP「プライベート・ライアン」
54,1999,日本映画大賞,0,,鉄道員（ぽっぽや）,
